full_date,date,weekday,time,mood,activities,note_title,note
2022-04-27,April 27,Wednesday,9:01 PM,good,"","",""
2022-04-27,April 27,Wednesday,9:00 AM,good,"","",""
2022-04-26,April 26,Tuesday,9:24 PM,good,"","",""
2022-04-26,April 26,Tuesday,9:00 AM,good,"","",""
2022-04-25,April 25,Monday,9:05 PM,good,"","",""
2022-04-25,April 25,Monday,9:00 AM,good,"","",""
2022-04-24,April 24,Sunday,9:00 PM,good,"","",""
2022-04-24,April 24,Sunday,9:14 AM,good,"","",""
2022-04-23,April 23,Saturday,9:23 PM,good,"","",""
2022-04-23,April 23,Saturday,9:00 AM,good,"","",""
2022-04-22,April 22,Friday,9:00 PM,good,"","",""
2022-04-22,April 22,Friday,9:28 AM,good,"","",""
2022-04-21,April 21,Thursday,9:00 PM,good,"","",""
2022-04-21,April 21,Thursday,9:00 AM,good,"","",""
2022-04-20,April 20,Wednesday,9:00 AM,good,"","",""
2022-04-19,April 19,Tuesday,9:05 PM,good,"","",""
2022-04-19,April 19,Tuesday,9:00 AM,good,"","",""
2022-04-18,April 18,Monday,9:11 PM,good,"bad sleep","",""
2022-04-18,April 18,Monday,9:00 AM,good,"","",""
2022-04-17,April 17,Sunday,9:00 PM,good,"","",""
2022-04-17,April 17,Sunday,9:02 AM,good,"","",""
2022-04-16,April 16,Saturday,9:00 PM,good,"","",""
2022-04-15,April 15,Friday,9:00 PM,good,"","",""
2022-04-15,April 15,Friday,9:02 AM,good,"","",""
2022-04-14,April 14,Thursday,9:25 PM,good,"","",""
2022-04-14,April 14,Thursday,9:09 AM,good,"","",""
2022-04-13,April 13,Wednesday,9:35 AM,good,"","",""
2022-04-12,April 12,Tuesday,9:00 PM,good,"","",""
2022-04-12,April 12,Tuesday,9:00 AM,good,"","",""
2022-04-11,April 11,Monday,9:02 PM,good,"","",""
2022-04-11,April 11,Monday,9:39 AM,good,"","",""
2022-04-10,April 10,Sunday,9:06 PM,good,"","",""
2022-04-10,April 10,Sunday,9:00 AM,good,"","",""
2022-04-09,April 9,Saturday,11:36 PM,good,"","",""
2022-04-09,April 9,Saturday,9:00 AM,good,"","",""
2022-04-08,April 8,Friday,10:21 PM,good,"","",""
2022-04-08,April 8,Friday,9:00 AM,good,"","",""
2022-04-07,April 7,Thursday,9:02 PM,good,"","",""
2022-04-07,April 7,Thursday,9:57 AM,good,"","",""
2022-04-06,April 6,Wednesday,9:00 PM,good,"","",""
2022-04-06,April 6,Wednesday,9:05 AM,good,"","",""
2022-04-05,April 5,Tuesday,9:00 PM,good,"","",""
2022-04-05,April 5,Tuesday,9:00 AM,good,"","",""
2022-04-04,April 4,Monday,9:00 PM,good,"","",""
2022-04-04,April 4,Monday,9:00 AM,good,"","",""
2022-04-03,April 3,Sunday,9:01 PM,good,"","",""
2022-04-03,April 3,Sunday,9:17 AM,good,"","",""
2022-04-02,April 2,Saturday,9:08 PM,good,"","",""
2022-04-02,April 2,Saturday,9:10 AM,good,"","",""
2022-04-01,April 1,Friday,9:00 PM,good,"","",""
2022-04-01,April 1,Friday,9:00 AM,good,"","",""
2022-03-31,March 31,Thursday,9:04 PM,good,"","",""
2022-03-31,March 31,Thursday,9:00 AM,good,"","",""
2022-03-30,March 30,Wednesday,9:34 PM,good,"","",""
2022-03-30,March 30,Wednesday,9:00 AM,good,"","",""
2022-03-29,March 29,Tuesday,9:00 PM,good,"","",""
2022-03-29,March 29,Tuesday,9:00 AM,good,"","",""
2022-03-28,March 28,Monday,9:05 PM,good,"","",""
2022-03-28,March 28,Monday,9:00 AM,good,"","",""
2022-03-27,March 27,Sunday,9:02 PM,good,"","",""
2022-03-27,March 27,Sunday,9:23 AM,good,"","",""
2022-03-26,March 26,Saturday,9:00 PM,good,"","",""
2022-03-26,March 26,Saturday,10:19 AM,good,"","",""
2022-03-25,March 25,Friday,9:00 PM,good,"","",""
2022-03-25,March 25,Friday,9:00 AM,good,"","",""
2022-03-24,March 24,Thursday,9:37 PM,good,"","",""
2022-03-24,March 24,Thursday,9:00 AM,meh,"","",""
2022-03-23,March 23,Wednesday,9:00 PM,good,"","",""
2022-03-23,March 23,Wednesday,9:00 AM,good,"","",""
2022-03-22,March 22,Tuesday,11:22 AM,good,"","",""
2022-03-21,March 21,Monday,9:00 PM,good,"","",""
2022-03-21,March 21,Monday,9:00 AM,good,"","",""
2022-03-20,March 20,Sunday,9:00 PM,good,"","",""
2022-03-20,March 20,Sunday,10:17 AM,good,"","",""
2022-03-19,March 19,Saturday,9:00 PM,good,"","",""
2022-03-19,March 19,Saturday,9:08 AM,good,"","",""
2022-03-18,March 18,Friday,9:00 PM,good,"","",""
2022-03-18,March 18,Friday,9:00 AM,good,"","",""
2022-03-17,March 17,Thursday,9:00 PM,good,"","",""
2022-03-17,March 17,Thursday,9:00 AM,good,"","",""
2022-03-16,March 16,Wednesday,9:00 PM,good,"","",""
2022-03-16,March 16,Wednesday,9:00 AM,good,"","",""
2022-03-15,March 15,Tuesday,9:00 PM,good,"","",""
2022-03-15,March 15,Tuesday,9:00 AM,good,"","",""
2022-03-14,March 14,Monday,9:00 PM,good,"","",""
2022-03-14,March 14,Monday,9:00 AM,good,"","",""
2022-03-13,March 13,Sunday,9:00 PM,good,"","",""
2022-03-13,March 13,Sunday,10:28 AM,good,"","",""
2022-03-12,March 12,Saturday,9:00 PM,good,"","",""
2022-03-12,March 12,Saturday,9:02 AM,good,"","",""
2022-03-11,March 11,Friday,9:00 PM,good,"","",""
2022-03-11,March 11,Friday,9:00 AM,good,"","",""
2022-03-10,March 10,Thursday,9:00 PM,good,"","",""
2022-03-10,March 10,Thursday,9:00 AM,good,"","",""
2022-03-09,March 9,Wednesday,9:00 PM,good,"","",""
2022-03-09,March 9,Wednesday,9:00 AM,good,"","",""
2022-03-08,March 8,Tuesday,9:17 PM,good,"","",""
2022-03-08,March 8,Tuesday,9:00 AM,good,"","",""
2022-03-07,March 7,Monday,9:00 PM,good,"","",""
2022-03-07,March 7,Monday,9:00 AM,good,"","",""
2022-03-06,March 6,Sunday,10:34 PM,good,"","",""
2022-03-06,March 6,Sunday,9:17 AM,good,"","",""
2022-03-05,March 5,Saturday,9:00 PM,good,"","",""
2022-03-05,March 5,Saturday,9:57 AM,good,"","",""
2022-03-04,March 4,Friday,9:00 PM,good,"","",""
2022-03-04,March 4,Friday,9:00 AM,good,"","",""
2022-03-03,March 3,Thursday,9:00 PM,good,"","",""
2022-03-03,March 3,Thursday,9:26 AM,good,"","",""
2022-03-02,March 2,Wednesday,9:00 PM,good,"","",""
2022-03-02,March 2,Wednesday,9:00 AM,good,"","",""
2022-03-01,March 1,Tuesday,9:01 PM,meh,"","",""
2022-03-01,March 1,Tuesday,9:00 AM,good,"","",""
2022-02-28,February 28,Monday,9:00 PM,good,"","",""
2022-02-28,February 28,Monday,9:00 AM,good,"","",""
2022-02-27,February 27,Sunday,9:00 PM,good,"","",""
2022-02-27,February 27,Sunday,11:30 AM,good,"","",""
2022-02-26,February 26,Saturday,9:00 PM,meh,"","",""
2022-02-26,February 26,Saturday,11:47 AM,good,"","",""
2022-02-25,February 25,Friday,9:00 PM,good,"","",""
2022-02-25,February 25,Friday,9:00 AM,good,"","",""
2022-02-24,February 24,Thursday,9:00 PM,good,"","",""
2022-02-24,February 24,Thursday,9:00 AM,good,"","",""
2022-02-23,February 23,Wednesday,9:00 PM,good,"","",""
2022-02-23,February 23,Wednesday,9:00 AM,good,"","",""
2022-02-22,February 22,Tuesday,9:03 PM,good,"","",""
2022-02-22,February 22,Tuesday,9:00 AM,good,"","",""
2022-02-21,February 21,Monday,9:00 PM,good,"","",""
2022-02-21,February 21,Monday,9:00 AM,good,"","",""
2022-02-20,February 20,Sunday,9:48 PM,good,"","",""
2022-02-20,February 20,Sunday,10:58 AM,good,"","",""
2022-02-19,February 19,Saturday,9:00 PM,meh,"","",""
2022-02-19,February 19,Saturday,9:04 AM,good,"","",""
2022-02-18,February 18,Friday,9:01 PM,good,"","",""
2022-02-18,February 18,Friday,9:00 AM,good,"","",""
2022-02-17,February 17,Thursday,9:00 PM,meh,"","",""
2022-02-17,February 17,Thursday,9:02 AM,good,"","",""
2022-02-16,February 16,Wednesday,9:00 AM,good,"","",""
2022-02-15,February 15,Tuesday,9:00 PM,good,"","",""
2022-02-15,February 15,Tuesday,9:01 AM,good,"","",""
2022-02-14,February 14,Monday,9:01 PM,good,"","",""
2022-02-14,February 14,Monday,9:06 AM,good,"","",""
2022-02-13,February 13,Sunday,9:00 PM,meh,"","",""
2022-02-13,February 13,Sunday,9:00 AM,meh,"","",""
2022-02-13,February 13,Sunday,7:38 AM,good,"","",""
2022-02-12,February 12,Saturday,9:00 AM,meh,"","",""
2022-02-11,February 11,Friday,9:00 PM,meh,"","",""
2022-02-11,February 11,Friday,9:00 AM,meh,"","",""
2022-02-10,February 10,Thursday,9:00 PM,meh,"","",""
2022-02-10,February 10,Thursday,9:00 AM,good,"good sleep","",""
2022-02-09,February 9,Wednesday,9:07 PM,meh,"","",""
2022-02-09,February 9,Wednesday,9:01 AM,meh,"bad sleep","",""
2022-02-08,February 8,Tuesday,9:00 AM,good,"","",""
2022-02-07,February 7,Monday,9:00 PM,good,"","",""
2022-02-07,February 7,Monday,9:01 AM,good,"bad sleep","",""
2022-02-06,February 6,Sunday,9:00 PM,good,"","",""
2022-02-06,February 6,Sunday,9:00 AM,good,"","",""
2022-02-05,February 5,Saturday,9:07 PM,good,"","",""
2022-02-05,February 5,Saturday,9:58 AM,good,"medium sleep","",""
2022-02-04,February 4,Friday,9:00 PM,good,"","",""
2022-02-04,February 4,Friday,9:12 AM,good,"good sleep","",""
2022-02-03,February 3,Thursday,9:00 PM,meh,"","",""
2022-02-03,February 3,Thursday,9:03 AM,good,"","",""
2022-02-02,February 2,Wednesday,9:00 PM,good,"","",""
2022-02-02,February 2,Wednesday,9:02 AM,good,"medium sleep","",""
2022-02-01,February 1,Tuesday,10:55 PM,good,"","",""
2022-01-31,January 31,Monday,9:23 PM,good,"","",""
2022-01-31,January 31,Monday,9:04 AM,good,"","",""
2022-01-30,January 30,Sunday,9:01 PM,meh,"","",""
2022-01-30,January 30,Sunday,9:52 AM,good,"","",""
2022-01-29,January 29,Saturday,9:00 PM,good,"","",""
2022-01-29,January 29,Saturday,10:07 AM,good,"","",""
2022-01-28,January 28,Friday,10:38 PM,good,"","",""
2022-01-28,January 28,Friday,9:00 AM,good,"medium sleep","",""
2022-01-27,January 27,Thursday,9:00 PM,good,"","",""
2022-01-27,January 27,Thursday,9:09 AM,meh,"","",""
2022-01-26,January 26,Wednesday,9:00 PM,good,"","",""
2022-01-26,January 26,Wednesday,9:00 AM,meh,"","",""
2022-01-25,January 25,Tuesday,9:00 PM,meh,"","",""
2022-01-25,January 25,Tuesday,9:00 AM,meh,"","",""
2022-01-24,January 24,Monday,9:00 PM,meh,"","",""
2022-01-24,January 24,Monday,9:00 AM,meh,"bad sleep","",""
2022-01-23,January 23,Sunday,9:00 PM,meh,"","",""
2022-01-23,January 23,Sunday,10:02 AM,good,"","",""
2022-01-22,January 22,Saturday,9:21 PM,meh,"","",""
2022-01-22,January 22,Saturday,9:35 AM,good,"","",""
2022-01-21,January 21,Friday,9:00 PM,good,"","",""
2022-01-21,January 21,Friday,9:01 AM,good,"","",""
2022-01-20,January 20,Thursday,9:28 PM,good,"","",""
2022-01-20,January 20,Thursday,9:21 AM,good,"bad sleep","",""
2022-01-19,January 19,Wednesday,9:00 PM,good,"","",""
2022-01-19,January 19,Wednesday,9:14 AM,meh,"bad sleep","",""
2022-01-18,January 18,Tuesday,9:06 PM,good,"","",""
2022-01-18,January 18,Tuesday,9:28 AM,good,"bad sleep","",""
2022-01-17,January 17,Monday,9:13 PM,good,"","",""
2022-01-17,January 17,Monday,10:49 AM,good,"","",""
2022-01-16,January 16,Sunday,9:00 PM,meh,"","",""
2022-01-16,January 16,Sunday,10:05 AM,meh,"","",""
2022-01-15,January 15,Saturday,9:00 PM,meh,"","",""
2022-01-15,January 15,Saturday,9:00 AM,good,"","",""
2022-01-14,January 14,Friday,10:56 PM,meh,"","",""
2022-01-14,January 14,Friday,9:00 AM,meh,"","",""
2022-01-13,January 13,Thursday,9:00 PM,meh,"","",""
2022-01-13,January 13,Thursday,9:12 AM,good,"","",""
2022-01-12,January 12,Wednesday,9:31 PM,good,"","",""
2022-01-12,January 12,Wednesday,9:00 AM,good,"","",""
2022-01-11,January 11,Tuesday,9:00 PM,meh,"","",""
2022-01-11,January 11,Tuesday,9:07 AM,meh,"bad sleep","",""
2022-01-10,January 10,Monday,9:00 PM,meh,"","",""
2022-01-10,January 10,Monday,9:00 AM,meh,"","",""
2022-01-09,January 9,Sunday,9:00 PM,meh,"","",""
2022-01-09,January 9,Sunday,10:18 AM,meh,"","",""
2022-01-08,January 8,Saturday,9:35 PM,good,"","",""
2022-01-08,January 8,Saturday,9:00 AM,meh,"","",""
2022-01-07,January 7,Friday,9:00 PM,meh,"","",""
2022-01-07,January 7,Friday,9:01 AM,meh,"","",""
2022-01-06,January 6,Thursday,9:00 PM,good,"","",""
2022-01-06,January 6,Thursday,9:00 AM,good,"","",""
2022-01-05,January 5,Wednesday,9:00 PM,good,"","",""
2022-01-05,January 5,Wednesday,9:00 AM,meh,"","",""
2022-01-04,January 4,Tuesday,9:00 PM,good,"","",""
2022-01-04,January 4,Tuesday,9:00 AM,good,"","",""
2022-01-03,January 3,Monday,9:00 PM,meh,"","",""
2022-01-03,January 3,Monday,9:10 AM,meh,"","",""
2022-01-02,January 2,Sunday,9:00 PM,meh,"","",""
2022-01-02,January 2,Sunday,10:00 AM,good,"","",""
2022-01-01,January 1,Saturday,9:00 PM,meh,"","",""
2022-01-01,January 1,Saturday,11:22 AM,good,"","",""
2021-12-31,December 31,Friday,9:00 PM,meh,"","",""
2021-12-31,December 31,Friday,10:04 AM,meh,"","",""
2021-12-30,December 30,Thursday,9:00 PM,meh,"","",""
2021-12-30,December 30,Thursday,9:00 AM,meh,"","",""
2021-12-29,December 29,Wednesday,9:01 PM,meh,"","",""
2021-12-29,December 29,Wednesday,9:00 AM,good,"","",""
2021-12-28,December 28,Tuesday,9:00 PM,meh,"","",""
2021-12-28,December 28,Tuesday,9:00 AM,meh,"","",""
2021-12-27,December 27,Monday,9:00 PM,meh,"","",""
2021-12-27,December 27,Monday,9:00 AM,good,"","",""
2021-12-26,December 26,Sunday,9:00 PM,meh,"","",""
2021-12-26,December 26,Sunday,9:03 AM,good,"","",""
2021-12-25,December 25,Saturday,9:00 PM,meh,"","",""
2021-12-25,December 25,Saturday,10:16 AM,good,"","",""
2021-12-24,December 24,Friday,9:00 PM,bad,"","",""
2021-12-24,December 24,Friday,11:20 AM,good,"","",""
2021-12-23,December 23,Thursday,9:00 PM,meh,"","",""
2021-12-23,December 23,Thursday,9:00 AM,good,"","",""
2021-12-22,December 22,Wednesday,9:00 PM,meh,"","",""
2021-12-22,December 22,Wednesday,9:00 AM,good,"","",""
2021-12-21,December 21,Tuesday,9:00 PM,meh,"","",""
2021-12-21,December 21,Tuesday,9:00 AM,good,"","",""
2021-12-20,December 20,Monday,9:23 PM,meh,"","",""
2021-12-20,December 20,Monday,9:00 AM,good,"","",""
2021-12-19,December 19,Sunday,9:07 PM,good,"","",""
2021-12-19,December 19,Sunday,9:13 AM,good,"","",""
2021-12-18,December 18,Saturday,9:01 PM,good,"","",""
2021-12-18,December 18,Saturday,10:22 AM,good,"","",""
2021-12-17,December 17,Friday,9:00 PM,good,"","",""
2021-12-17,December 17,Friday,9:00 AM,good,"","",""
2021-12-16,December 16,Thursday,9:00 PM,good,"","",""
2021-12-16,December 16,Thursday,9:00 AM,good,"","",""
2021-12-15,December 15,Wednesday,9:10 PM,good,"","",""
2021-12-15,December 15,Wednesday,9:12 AM,good,"","",""
2021-12-14,December 14,Tuesday,9:00 PM,good,"","",""
2021-12-14,December 14,Tuesday,9:00 AM,good,"","",""
2021-12-13,December 13,Monday,12:47 PM,good,"","",""
2021-12-12,December 12,Sunday,9:00 PM,meh,"","",""
2021-12-12,December 12,Sunday,9:00 AM,good,"","",""
2021-12-11,December 11,Saturday,9:00 PM,meh,"","",""
2021-12-11,December 11,Saturday,9:00 AM,good,"","",""
2021-12-10,December 10,Friday,9:00 PM,good,"","",""
2021-12-10,December 10,Friday,9:50 AM,good,"","",""
2021-12-09,December 9,Thursday,9:12 PM,good,"","",""
2021-12-09,December 9,Thursday,9:04 AM,good,"","",""
2021-12-08,December 8,Wednesday,9:34 PM,good,"","",""
2021-12-08,December 8,Wednesday,9:00 AM,good,"","",""
2021-12-07,December 7,Tuesday,9:00 PM,meh,"","",""
2021-12-07,December 7,Tuesday,9:00 AM,good,"","",""
2021-12-06,December 6,Monday,9:00 PM,meh,"","",""
2021-12-06,December 6,Monday,9:21 AM,good,"","",""
2021-12-05,December 5,Sunday,9:00 PM,meh,"","",""
2021-12-05,December 5,Sunday,11:27 AM,meh,"","",""
2021-12-04,December 4,Saturday,9:00 PM,meh,"","",""
2021-12-04,December 4,Saturday,9:51 AM,good,"","",""
2021-12-03,December 3,Friday,9:00 PM,good,"","",""
2021-12-03,December 3,Friday,9:40 AM,good,"","",""
2021-12-02,December 2,Thursday,9:13 PM,good,"","",""
2021-12-02,December 2,Thursday,9:53 AM,good,"","",""
2021-12-01,December 1,Wednesday,9:00 PM,good,"","",""
2021-12-01,December 1,Wednesday,9:00 AM,good,"","",""
2021-11-30,November 30,Tuesday,9:00 PM,good,"","",""
2021-11-30,November 30,Tuesday,9:42 AM,good,"","",""
2021-11-29,November 29,Monday,9:00 PM,good,"","",""
2021-11-29,November 29,Monday,9:00 AM,good,"","",""
2021-11-28,November 28,Sunday,9:00 PM,good,"","",""
2021-11-28,November 28,Sunday,10:00 AM,good,"","",""
2021-11-27,November 27,Saturday,11:54 AM,good,"","",""
2021-11-26,November 26,Friday,9:00 PM,good,"","",""
2021-11-26,November 26,Friday,9:03 AM,good,"","",""
2021-11-25,November 25,Thursday,9:02 PM,good,"","",""
2021-11-25,November 25,Thursday,10:42 AM,good,"","",""
2021-11-24,November 24,Wednesday,9:00 PM,good,"","",""
2021-11-24,November 24,Wednesday,12:30 PM,good,"","",""
2021-11-23,November 23,Tuesday,9:00 PM,good,"","",""
2021-11-23,November 23,Tuesday,10:23 AM,good,"","",""
2021-11-22,November 22,Monday,9:00 PM,good,"","",""
2021-11-22,November 22,Monday,12:21 PM,good,"","",""
2021-11-21,November 21,Sunday,9:00 PM,meh,"","",""
2021-11-21,November 21,Sunday,9:03 AM,meh,"","",""
2021-11-20,November 20,Saturday,10:36 PM,meh,"","",""
2021-11-20,November 20,Saturday,9:00 AM,good,"","",""
2021-11-19,November 19,Friday,9:00 PM,good,"","",""
2021-11-19,November 19,Friday,9:00 AM,good,"","",""
2021-11-18,November 18,Thursday,9:00 PM,good,"","",""
2021-11-18,November 18,Thursday,9:00 AM,good,"","",""
2021-11-17,November 17,Wednesday,9:00 PM,good,"","",""
2021-11-17,November 17,Wednesday,9:00 AM,good,"","",""
2021-11-16,November 16,Tuesday,9:00 PM,good,"","",""
2021-11-16,November 16,Tuesday,9:00 AM,good,"","",""
2021-11-15,November 15,Monday,9:00 PM,good,"","",""
2021-11-15,November 15,Monday,9:00 AM,good,"","",""
2021-11-14,November 14,Sunday,9:06 PM,good,"","",""
2021-11-14,November 14,Sunday,9:33 AM,good,"","",""
2021-11-13,November 13,Saturday,9:00 PM,good,"","",""
2021-11-13,November 13,Saturday,9:00 AM,good,"","",""
2021-11-12,November 12,Friday,9:00 PM,good,"","",""
2021-11-12,November 12,Friday,10:09 AM,good,"","",""
2021-11-11,November 11,Thursday,9:00 PM,good,"","",""
2021-11-11,November 11,Thursday,9:00 AM,meh,"","",""
2021-11-10,November 10,Wednesday,9:00 PM,good,"","",""
2021-11-10,November 10,Wednesday,9:00 AM,good,"","",""
2021-11-09,November 9,Tuesday,9:00 PM,good,"","",""
2021-11-09,November 9,Tuesday,9:00 AM,meh,"","",""
2021-11-08,November 8,Monday,9:00 PM,good,"","",""
2021-11-08,November 8,Monday,1:02 PM,good,"","",""
2021-11-07,November 7,Sunday,9:00 PM,good,"","",""
2021-11-07,November 7,Sunday,9:47 AM,good,"","",""
2021-11-06,November 6,Saturday,9:00 PM,good,"","",""
2021-11-06,November 6,Saturday,9:00 AM,good,"","",""
2021-11-05,November 5,Friday,9:00 PM,good,"","",""
2021-11-05,November 5,Friday,9:00 AM,good,"","",""
2021-11-04,November 4,Thursday,9:00 PM,good,"","",""
2021-11-04,November 4,Thursday,9:00 AM,good,"","",""
2021-11-03,November 3,Wednesday,9:00 PM,meh,"","",""
2021-11-03,November 3,Wednesday,9:00 AM,bad,"","",""
2021-11-02,November 2,Tuesday,9:00 PM,meh,"","",""
2021-11-02,November 2,Tuesday,9:00 AM,meh,"bad sleep","",""
2021-11-01,November 1,Monday,9:31 PM,meh,"","",""
2021-10-31,October 31,Sunday,9:00 PM,meh,"","",""
2021-10-31,October 31,Sunday,9:00 AM,meh,"","",""
2021-10-30,October 30,Saturday,9:52 PM,meh,"","",""
2021-10-30,October 30,Saturday,10:19 AM,meh,"","",""
2021-10-29,October 29,Friday,9:00 PM,meh,"","",""
2021-10-29,October 29,Friday,9:00 AM,meh,"","",""
2021-10-28,October 28,Thursday,9:00 PM,meh,"","",""
2021-10-28,October 28,Thursday,9:00 AM,meh,"","",""
2021-10-27,October 27,Wednesday,9:00 PM,meh,"","",""
2021-10-26,October 26,Tuesday,9:00 PM,meh,"","",""
2021-10-26,October 26,Tuesday,9:00 AM,bad,"","",""
2021-10-25,October 25,Monday,9:00 PM,meh,"","",""
2021-10-25,October 25,Monday,9:00 AM,meh,"","",""
2021-10-24,October 24,Sunday,9:00 PM,meh,"","",""
2021-10-24,October 24,Sunday,9:00 AM,meh,"","",""
2021-10-23,October 23,Saturday,9:05 PM,meh,"","",""
2021-10-23,October 23,Saturday,9:32 AM,good,"","",""
2021-10-22,October 22,Friday,9:00 PM,meh,"","",""
2021-10-22,October 22,Friday,9:00 AM,meh,"","",""
2021-10-21,October 21,Thursday,9:00 PM,meh,"","",""
2021-10-21,October 21,Thursday,9:00 AM,meh,"","",""
2021-10-20,October 20,Wednesday,9:00 PM,meh,"","",""
2021-10-20,October 20,Wednesday,9:00 AM,meh,"","",""
2021-10-19,October 19,Tuesday,9:00 PM,meh,"","",""
2021-10-18,October 18,Monday,9:00 PM,meh,"","",""
2021-10-18,October 18,Monday,9:00 AM,meh,"","",""
2021-10-17,October 17,Sunday,9:00 PM,meh,"","",""
2021-10-17,October 17,Sunday,9:00 AM,meh,"","",""
2021-10-16,October 16,Saturday,9:00 PM,meh,"","",""
2021-10-16,October 16,Saturday,10:25 AM,meh,"","",""
2021-10-15,October 15,Friday,9:00 PM,good,"","",""
2021-10-15,October 15,Friday,11:01 AM,good,"","",""
2021-10-14,October 14,Thursday,9:03 PM,good,"","",""
2021-10-14,October 14,Thursday,9:23 AM,meh,"","",""
2021-10-13,October 13,Wednesday,9:00 PM,meh,"","",""
2021-10-13,October 13,Wednesday,9:00 AM,bad,"","",""
2021-10-12,October 12,Tuesday,9:00 PM,meh,"","",""
2021-10-12,October 12,Tuesday,9:00 AM,meh,"","",""
2021-10-11,October 11,Monday,9:00 PM,meh,"","",""
2021-10-11,October 11,Monday,9:18 AM,good,"","",""
2021-10-10,October 10,Sunday,9:07 PM,good,"","",""
2021-10-10,October 10,Sunday,9:00 AM,good,"","",""
2021-10-09,October 9,Saturday,9:00 PM,meh,"","",""
2021-10-09,October 9,Saturday,9:00 AM,good,"","",""
2021-10-08,October 8,Friday,9:03 PM,good,"","",""
2021-10-08,October 8,Friday,9:15 AM,good,"","",""
2021-10-07,October 7,Thursday,9:00 PM,good,"","",""
2021-10-07,October 7,Thursday,9:00 AM,meh,"","",""
2021-10-06,October 6,Wednesday,9:00 PM,meh,"","",""
2021-10-06,October 6,Wednesday,9:00 AM,good,"","",""
2021-10-05,October 5,Tuesday,9:00 PM,good,"","",""
2021-10-05,October 5,Tuesday,9:00 AM,meh,"","",""
2021-10-04,October 4,Monday,9:00 PM,meh,"","",""
2021-10-04,October 4,Monday,9:00 AM,good,"","",""
2021-10-03,October 3,Sunday,9:00 PM,meh,"","",""
2021-10-03,October 3,Sunday,9:00 AM,meh,"","",""
2021-10-02,October 2,Saturday,9:00 PM,good,"","",""
2021-10-02,October 2,Saturday,9:00 AM,good,"","",""
2021-10-01,October 1,Friday,9:00 PM,meh,"","",""
2021-10-01,October 1,Friday,9:16 AM,good,"","",""
2021-09-30,September 30,Thursday,9:00 PM,meh,"","",""
2021-09-30,September 30,Thursday,9:00 AM,meh,"","",""
2021-09-29,September 29,Wednesday,9:01 PM,bad,"Code","",""
2021-09-29,September 29,Wednesday,9:00 AM,good,"","",""
2021-09-28,September 28,Tuesday,9:00 PM,good,"","",""
2021-09-28,September 28,Tuesday,9:00 AM,meh,"bad sleep","",""
2021-09-27,September 27,Monday,9:00 PM,meh,"","",""
2021-09-27,September 27,Monday,9:00 AM,meh,"","",""
2021-09-26,September 26,Sunday,9:00 PM,rad,"","",""
2021-09-25,September 25,Saturday,9:00 PM,good,"","",""
2021-09-25,September 25,Saturday,9:00 AM,good,"sleep early | good sleep","",""
2021-09-24,September 24,Friday,9:00 PM,meh,"","",""
2021-09-23,September 23,Thursday,9:00 PM,good,"good sleep","",""
2021-09-22,September 22,Wednesday,9:00 PM,good,"","",""
2021-09-22,September 22,Wednesday,9:00 AM,good,"","",""
2021-09-21,September 21,Tuesday,9:00 PM,good,"","",""
2021-09-21,September 21,Tuesday,9:21 AM,good,"","",""
2021-09-20,September 20,Monday,9:00 AM,good,"","",""
2021-09-19,September 19,Sunday,9:00 PM,good,"medium sleep","",""
2021-09-19,September 19,Sunday,9:08 AM,good,"medium sleep","",""
2021-09-18,September 18,Saturday,9:12 PM,good,"","",""
2021-09-17,September 17,Friday,9:00 PM,good,"","",""
2021-09-17,September 17,Friday,9:18 AM,good,"","",""
2021-09-16,September 16,Thursday,9:00 PM,good,"","",""
2021-09-16,September 16,Thursday,9:00 AM,good,"","",""
2021-09-15,September 15,Wednesday,9:00 PM,good,"","",""
2021-09-15,September 15,Wednesday,9:00 AM,good,"good sleep","",""
2021-09-14,September 14,Tuesday,9:00 PM,good,"","",""
2021-09-14,September 14,Tuesday,9:00 AM,good,"","",""
2021-09-13,September 13,Monday,9:00 PM,good,"","",""
2021-09-13,September 13,Monday,9:00 AM,good,"sleep early | good sleep","",""
2021-09-12,September 12,Sunday,10:14 AM,good,"medium sleep","",""
2021-09-11,September 11,Saturday,9:00 PM,good,"good sleep | drink water","",""
2021-09-11,September 11,Saturday,9:29 AM,good,"bad sleep","",""
2021-09-10,September 10,Friday,11:52 AM,meh,"sleep early | good sleep | walk","",""
2021-09-09,September 9,Thursday,9:06 AM,good,"","",""
2021-09-08,September 8,Wednesday,9:10 PM,good,"","",""
2021-09-08,September 8,Wednesday,11:03 AM,good,"medium sleep","",""
2021-09-07,September 7,Tuesday,9:00 PM,good,"","",""
2021-09-07,September 7,Tuesday,9:01 AM,good,"good sleep","",""
2021-09-06,September 6,Monday,9:00 PM,meh,"","",""
2021-09-06,September 6,Monday,9:32 AM,meh,"","",""
2021-09-05,September 5,Sunday,9:00 PM,meh,"","",""
2021-09-05,September 5,Sunday,9:30 AM,bad,"","",""
2021-09-05,September 5,Sunday,1:53 AM,good,"","",""
2021-09-04,September 4,Saturday,9:51 AM,meh,"","",""
2021-09-03,September 3,Friday,9:00 PM,good,"medium sleep","",""
2021-09-03,September 3,Friday,9:03 AM,good,"good sleep","",""
2021-09-02,September 2,Thursday,9:00 PM,meh,"","",""
2021-09-02,September 2,Thursday,9:54 AM,good,"","",""
